network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,coda_end_sample,trace_start_time,trace_category,trace_name,snr_E,snr_N,snr_Z,snr_mean,rms_E,peak_E,crest_factor_E,kurtosis_E,skewness_E,zcr_E,energy_ratio_early_late_E,spectral_centroid_E,spectral_bandwidth_E,dominant_freq_E,spectral_entropy_E,band_0.5_5Hz_E,band_5_10Hz_E,band_10_20Hz_E,band_20_50Hz_E,rms_N,peak_N,crest_factor_N,kurtosis_N,skewness_N,zcr_N,energy_ratio_early_late_N,spectral_centroid_N,spectral_bandwidth_N,dominant_freq_N,spectral_entropy_N,band_0.5_5Hz_N,band_5_10Hz_N,band_10_20Hz_N,band_20_50Hz_N,rms_Z,peak_Z,crest_factor_Z,kurtosis_Z,skewness_Z,zcr_Z,energy_ratio_early_late_Z,spectral_centroid_Z,spectral_bandwidth_Z,dominant_freq_Z,spectral_entropy_Z,band_0.5_5Hz_Z,band_5_10Hz_Z,band_10_20Hz_Z,band_20_50Hz_Z,zh_ratio,corr_EN,corr_EZ,corr_NZ,chunk
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,16.799999237060547,2041.0,manual,0.5,11499016,2007-02-09 03:33:42.80,0.24,33.2446,-116.1336,1.115,27.81,2.2574,8.38,,4.2,ml,,,0.89,98.93,246.8,2866.0,2007-02-09 03:33:50.600000,earthquake_local,109C.TA_20070209033349_EV,65.0,68.19999694824219,58.70000076293945,63.96666590372721,15495.874330134726,127316.125,8.216130454311259,12.490563189414653,-0.1675168344343077,0.0880146691115185,5.267022246349111,3.955805630950473,1.7347617940843458,6.133333333333333,8.123818294101705,0.7051880300385867,0.2905489668043568,0.00422710042758,8.702789001820714e-15,20725.860069861013,211553.890625,10.207243024507145,30.314577980987707,-0.6660644332400414,0.0900150025004167,3.26037441779395,3.918551695251757,1.644096227081568,2.1666666666666665,7.990458067161492,0.7246029539956138,0.2703492456322871,0.0050125361716463,2.997436217067316e-14,9982.24660056105,88980.1171875,8.913836809290896,14.855268402539837,-0.8004201848784741,0.100516752792132,18.41486965009548,4.730467929770141,2.2545950971077504,2.6666666666666665,8.326226895748661,0.5177534803077859,0.4727210999451136,0.0094778347907877,2.4152393645689872e-14,0.385739,-0.0214184934148098,-0.0285665549648956,0.244150696739192,2
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.5,17.93000030517578,1642.0,manual,0.5,11510554,2007-02-26 18:18:20.12,0.35,32.6571,-116.0002,0.9153,61.622,3.9212,8.77,0.77,2.9,ml,,,0.96,106.66,284.2,2951.0,2007-02-26 18:18:34.050000,earthquake_local,109C.TA_20070226181833_EV,28.100000381469727,24.89999961853028,27.600000381469727,26.86666679382324,525.2668657980489,4600.001953125,8.75745692836749,15.495181432580566,-0.0286501529956267,0.0948491415235872,32.161495763638044,4.552518646448725,1.460660758851506,4.483333333333333,7.715709276374352,0.7465473733706158,0.2476295133634669,0.0055332448057446,1.9551383361670176e-11,641.6827335363828,8231.798828125,12.828456179206611,40.06708913219752,-1.247813600156106,0.0971828638106351,36.366682459997314,4.424464049316751,1.252010781719885,3.9166666666666665,7.616765002194318,0.745053368516981,0.2513333542129677,0.0033993967820397,2.567449137384404e-12,351.28963710655336,3393.0009765625,9.658699312935704,12.432783903023992,0.3734018729806212,0.1085180863477246,32.81052033303184,5.412038681311273,2.2346593857670296,6.283333333333333,8.350910092897513,0.4001505027628061,0.583193370955058,0.0152003565575862,3.6132352405891073e-11,0.42362133,-0.1057028806707384,-0.0247880889973818,-0.1405423713389311,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,18.40999984741211,2198.0,manual,0.5,11688454,2007-03-01 14:37:44.22,0.29,33.2297,-116.0053,0.6974,43.866,2.5153,6.41,,3.3,ml,,,0.98,109.44,250.1,3022.0,2007-03-01 14:37:53.630000,earthquake_local,109C.TA_20070301143752_EV,43.900001525878906,42.09999847412109,35.70000076293945,40.56666692097982,2609.8777841385,28875.150390625,11.0637940849619,30.949296499555217,-0.0666788409324812,0.0903483913985664,4.050666739877825,4.527855220464501,1.1753326246060658,5.216666666666667,7.487032920064258,0.6705639631070363,0.3272556730819165,0.0021452030248864,3.499541831359281e-14,2541.655091354458,23751.1328125,9.344750549864312,19.80241607362384,-0.0898336186618508,0.0915152525420903,3.235687591922097,4.439897495287889,1.3229683682639055,4.066666666666666,7.507956782849833,0.7056716314311787,0.2903403432811016,0.0039516711514956,8.00521617101408e-13,1316.1533291194053,10724.220703125,8.148154524139084,12.423896442675778,0.1246019926377678,0.1041840306717786,20.24382268884777,5.480073022607693,2.138455519252888,6.65,8.258289691321462,0.4235268484101332,0.5690287053535099,0.0072620405254486,6.8869813580466666e-12,0.3612825,0.1796022076024163,0.0009121412914748,0.1104783362234061,2
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.5,16.31999969482422,1523.0,manual,0.5,11691332,2007-03-06 03:33:29.07,1.02,32.067,-117.4297,0.9094,208.944,8.4779,9.28,,2.8,ml,,,0.86,96.12,18.4,2580.0,2007-03-06 03:33:41.390000,earthquake_local,109C.TA_20070306033340_EV,47.20000076293945,46.09999847412109,38.59999847412109,43.96666590372721,1149.2386298026322,14831.74609375,12.905714887339954,49.40906980487311,0.662822903429331,0.0900150025004167,256.6054958773797,4.301040152384648,1.241851739246436,5.0,7.607450822848243,0.6942611933234688,0.3045946209299828,0.0011215869174603,9.59277302301679e-13,1165.3834379177188,14230.7001953125,12.21117422154171,42.59959784809211,-0.9733356413346612,0.089681613602267,259.43084046820286,4.465411358411649,1.280839390214379,5.1,7.689509598201029,0.5530120262339877,0.4462563894514935,0.0007211305159992,1.8494291368260733e-14,507.031893806005,4462.43896484375,8.801101112884073,9.982464957409684,-0.2942946854199457,0.1018503083847307,138.9561026216509,4.961415355152048,2.056304032139859,3.2333333333333334,8.373981077190152,0.5186392128626875,0.4737773736939626,0.007471663598291,1.315169332392681e-13,0.30978447,-0.2522072676272452,-0.0689086485508739,-0.1352618640772615,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.15999984741211,2092.0,autopicker,0.5,11926498,2007-04-15 22:57:25.78,0.25,32.7322,-116.0594,1.0571,36.929,2.6497,6.61,,4.3,ml,,,0.89,99.46,280.3,5848.0,2007-04-15 22:57:33.940000,earthquake_local,109C.TA_20070415225732_EV,60.09999847412109,64.80000305175781,53.400001525878906,59.43333435058594,21034.493422574687,239263.140625,11.37479927936926,30.42766650112684,-0.3283218115070625,0.0646774462410401,1.3732186362707892,3.427340421752316,1.3791566716806762,2.3,7.712064140805106,0.8974293696580822,0.0998156718828632,0.0027141173456466,5.002769285417525e-07,26579.69832742141,276932.59375,10.418951725433905,26.03614289630084,-0.2539163436146979,0.0705117519586597,1.2175520087474785,3.2431421586366405,1.5955487787915907,1.9,7.690693417264803,0.8134591286801566,0.1851023298846484,0.0011938742306138,4.772672256547465e-07,10764.593014041784,86034.3125,7.992342338235478,13.058334121212894,-0.2070685085451161,0.0725120853475579,4.761645694813789,3.77972907391823,2.19213006991153,2.783333333333333,8.144068427240407,0.7468305839994972,0.2466370021104356,0.0063430467166995,1.7923127360031611e-06,0.31757826,0.2925931437507134,-0.0049631593311345,0.0063616301346386,2
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,16.90999984741211,1987.0,manual,0.5,11926636,2007-04-16 03:45:23.96,0.32,32.7098,-116.0362,0.9791,48.054,3.5849,12.66,,2.7,ml,,,0.92,102.07,281.5,3022.0,2007-04-16 03:45:32.870000,earthquake_local,109C.TA_20070416034531_EV,34.20000076293945,31.39999961853028,33.099998474121094,32.89999961853027,503.0859330929146,6724.28857421875,13.366083469833066,40.08976572787834,0.8450776481974789,0.0991831971995332,30.296582424965635,4.802701666891966,1.9122022403400425,4.533333333333333,8.06615105132475,0.7239414215391099,0.2474256684963959,0.027923693842602,1.6105872584900845e-13,586.7724305246189,10124.7685546875,17.2550174956843,104.60492453693485,1.1126306549261813,0.1040173362227037,11.848062483230231,5.165246478077356,1.4592001044064378,4.783333333333333,7.830175697779017,0.5191720827142715,0.4610860390091609,0.019404168892349,2.504097531406345e-12,301.4689138632012,2964.3994140625,9.833184377370555,16.998606198488186,0.0409590577522674,0.1295215869311552,39.04194648573917,6.765534399987209,2.555044095535204,8.416666666666666,8.655471663366395,0.2725764989383454,0.6317919045225489,0.0933243024819155,1.2583302749966868e-10,0.39004153,-0.2660148816679508,0.1124215359876201,-0.1852367720000359,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.110000610351562,2079.0,manual,0.5,11928303,2007-04-18 09:33:37.06,0.3,32.6944,-116.0417,0.7328,38.102,3.1774,13.3,,2.8,ml,,,0.92,101.92,282.5,3166.0,2007-04-18 09:33:45.170000,earthquake_local,109C.TA_20070418093344_EV,38.400001525878906,37.0,37.5,37.63333384195963,679.472026019553,7441.935546875,10.952526758858568,17.958003411525763,0.3566752708092008,0.0988498083013835,8.64802222291675,5.047509380593271,1.7406084986518666,4.75,7.926564371055281,0.55723885988306,0.4215534079678038,0.0211442422071616,6.388712570259608e-13,695.6584581092667,7204.00634765625,10.355665576518758,18.42577243388328,-0.2239810029529657,0.103683947324554,7.433422539712321,5.052564501689128,1.7932698453771438,4.8,8.010536445721419,0.5915171106491849,0.3918515123626477,0.0165763051327019,1.8320640615345214e-13,448.2566473094325,4929.041015625,10.99602436508314,20.571334246286405,-0.0465544759029262,0.127521253542257,29.78415901154111,6.527912641223844,2.3295359365001547,8.716666666666667,8.511128317893801,0.2676367754194362,0.6919016049181504,0.0403040257327534,2.526300317733352e-11,0.4609648,-0.0357698248529429,0.0258694467516011,0.0165760214353852,2
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,13.350000381469728,1618.0,manual,0.5,11928726,2007-04-18 22:23:11.33,0.34,33.4264,-116.5825,0.9568,53.76,3.0473,9.18,,3.5,ml,,,0.69,77.01,219.4,2386.0,2007-04-18 22:23:17.680000,earthquake_local,109C.TA_20070418222316_EV,53.79999923706055,52.0,45.5,50.43333307902018,6322.407657080612,71090.4765625,11.244209550911211,36.82673501909657,-0.5656367674433187,0.0906817802967161,123.55882256049036,4.353838678610065,1.1470232717940505,4.616666666666666,7.363118380173263,0.8797801258190561,0.1181617687529731,0.0020387509604923,2.8857277995323934e-13,6043.332507733615,73786.953125,12.209646421171646,34.6237934299246,1.3552710991941588,0.0958493082180363,96.69114662733836,4.7061472039883,1.3932351870627857,4.55,7.870283897446819,0.5942215947968175,0.4043459108750238,0.001416129191396,1.6146079357483741e-12,2912.7158180589413,26393.99609375,9.061644781858323,17.537290850661062,0.5313120850457468,0.1130188364727454,86.66906046638861,5.010306846426479,2.174230084114473,3.716666666666667,8.341903889545419,0.5269573725779287,0.4663431719114063,0.0066714251302203,8.13064059161678e-13,0.33302924,-0.2097732815191549,-0.2621948339357369,0.1981981216785536,2
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,17.350000381469727,1858.0,manual,0.5,11929132,2007-04-19 11:33:30.94,0.34,32.732,-116.0314,1.1683,99.396,3.2296,2.03,,2.9,ml,,,0.92,102.05,280.1,3100.0,2007-04-19 11:33:41.290000,earthquake_local,109C.TA_20070419113340_EV,32.29999923706055,32.599998474121094,28.200000762939453,31.03333282470703,748.6255655180764,6477.533203125,8.652567453587173,12.58234006245301,0.4229114229242735,0.094015669278213,31.99529980233793,4.827564679624113,1.5365998733042807,5.483333333333333,7.841574750418444,0.545419492396687,0.4446309716250928,0.0097827689704683,1.0526112354505696e-12,955.962649044687,9585.9130859375,10.027497513126583,21.21434417262588,-0.1371689890533747,0.0968494749124854,48.42761460761614,4.867752640870208,1.3108238654496858,4.666666666666667,7.536606919621909,0.6193196999845748,0.3716339444934372,0.0089731091354293,1.778308588408379e-12,588.9877711625451,8379.869140625,14.227577465801708,44.4620691661314,-0.3734978913536262,0.1146857809634939,82.96518683691885,5.766855444462526,1.9241813023133856,6.416666666666667,8.147807902629225,0.3267621190411943,0.6574482768485592,0.0155327760597243,2.6694136739452887e-11,0.48507923,0.0081647550488199,0.1277810813300666,-0.0359774715866547,2
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,16.989999771118164,2074.0,manual,0.5,11929148,2007-04-19 12:01:22.98,0.29,32.7084,-116.0541,1.0655,54.707,3.2223,10.1,,2.9,ml,,,0.9,100.46,281.8,3100.0,2007-04-19 12:01:30.970000,earthquake_local,109C.TA_20070419120129_EV,27.0,30.799999237060547,22.39999961853028,26.73333295186361,639.3509706782668,5346.46826171875,8.362336974395854,11.497530405389336,-0.0507021973313641,0.0958493082180363,12.652153270177118,4.755437218372202,1.481265501755804,5.1,7.760337124830474,0.5802897398546158,0.4117200746654788,0.0077139739747066,2.9508654841410657e-12,730.8715583918873,7627.71435546875,10.436463517956232,17.84429618311616,-0.409226173694277,0.0965160860143357,7.192405210207918,4.81938900498345,1.4257653833443973,4.683333333333334,7.781349865762738,0.6041481425674697,0.3889771374691511,0.0067552700318206,5.8626664914669535e-12,487.7178879077102,7435.11376953125,15.244701811999525,57.688059341429344,-0.4919649323107782,0.1146857809634939,36.93517156651221,5.5870697098190645,1.8232016536566789,6.416666666666667,8.153938089337627,0.3496089571400204,0.6379112445509033,0.0117878830586847,1.0623413648425362e-12,0.502257,0.0114704409430002,0.0773332370132402,-0.031254732771956,2
